title;published_date;data_url;creator;description;unit;fail_reason
Toegankelijkheid bushaltes;januari 2024;https://data.gemeente-stadsmonitor.vlaanderen.be/brondata/indicator/gemeentestadsmonitor_MO_08.csv;De Lijn;Aandeel toegankelijke bushaltes naar type beperking. Er zijn drie dimensies: motorische beperking, motorische beperking mits assistentie en visuele beperking.;procent bushaltes;
Toegestane werkingssubsidies;november 2023;https://data.gemeente-stadsmonitor.vlaanderen.be/brondata/indicator/gemeentestadsmonitor_LO_17.csv;Agentschap Binnenlands Bestuur;Toegestane werkingssubsidies omvatten de tussenkomsten van het bestuur in de werking van andere entiteiten. Hiertoe behoren onder meer de werkingsbijdrage aan het OCMW, aan de politiezone, aan de hulpverleningszone, aan de kerkfabriek, aan het autonoom gemeentebedrijf en de subsidies aan sport- en culturele verenigingen.;per inwoner euro;
Toerismecapaciteit;januari 2024;https://data.gemeente-stadsmonitor.vlaanderen.be/brondata/indicator/gemeentestadsmonitor_CU_17.csv;Toerisme Vlaanderen;De toerismecapaciteit wordt in aantal bedden uitgedrukt. Het aantal bedden in een bedrijf komt overeen met het aantal personen dat er in een bed kan overnachten, exclusief extra bedden die op verzoek van de gasten worden bijgezet.;per 1.000 inwoners bedden;
Totale inwijking;augustus 2022;https://data.gemeente-stadsmonitor.vlaanderen.be/brondata/indicator/gemeentestadsmonitor_DE_75.csv;Statbel;Aantal personen dat zich in de loop van het jaar vanuit een andere Belgische gemeente of het buitenland in de gemeente is komen vestigen, per 1.000 inwoners;per 1.000 inwoners migraties;
Totale uitwijking;augustus 2022;https://data.gemeente-stadsmonitor.vlaanderen.be/brondata/indicator/gemeentestadsmonitor_DE_74.csv;Statbel;Aantal personen dat in de loop van het jaar is uitgeweken naar een andere Belgische gemeente of het buitenland + aantal personen dat werd overgeschreven van een regulier bevolkingsregister naar het wachtregister + aantal personen dat uit een regulier bevolkingsregister werd geschrapt, per 1.000 inwoners;per 1.000 inwoners migraties;
Turbulentieratio ondernemingen;januari 2024;https://data.gemeente-stadsmonitor.vlaanderen.be/brondata/indicator/gemeentestadsmonitor_EC_09.csv;Statbel;De turbulentieratio relateert de som van het aantal oprichtingen en het aantal stopzettingen in een bepaald jaar tegenover het aantal ondernemingen in dat jaar.;per 100 ondernemingen ondernemingen;
UiTPASsen (met kansentarief);januari 2024;https://data.gemeente-stadsmonitor.vlaanderen.be/brondata/indicator/gemeentestadsmonitor_CU_21.csv;Publiq vzw;Aantal UiTPASsen en aantal UitPASsen met kansentarief, per 1.000 inwoners;per 1.000 inwoners UitPASsen;
Uitgaande werkpendel;oktober 2022;https://data.gemeente-stadsmonitor.vlaanderen.be/brondata/indicator/gemeentestadsmonitor_EC_14.csv;Steunpunt Werk - Vlaamse Arbeidsrekening o.b.v. RSZ, RSVZ, RSZPPO, RIZIV, RVA, BISA;Aantal personen die in een bepaalde gemeente wonen maar elders werken, als percentage van het totaal aantal bezoldigden wonend in de gemeente. Aangezien bij zelfstandigen de werkplaats wordt gelijkgesteld met de woonplaats worden voor de pendelstatistieken enkel de loontrekkenden weerhouden.;procent personen;
Uitgaven;november 2023;https://data.gemeente-stadsmonitor.vlaanderen.be/brondata/indicator/gemeentestadsmonitor_LO_02.csv;Agentschap Binnenlands Bestuur;De totale uitgaven zijn het geheel van uitgaven waarbij we een uitgave definiëren als een transactie die een verlaging van de beschikbare en realiseerbare geldmiddelen tot gevolg heeft of op korte termijn zal hebben. Ze worden samengesteld uit de exploitatieuitgaven, investeringsuitgaven en de andere uitgaven.;per inwoner euro;
Uitvoeringsgraad riolering;mei 2023;https://data.gemeente-stadsmonitor.vlaanderen.be/brondata/indicator/gemeentestadsmonitor_KL_07.csv;Vlaamse Milieumaatschappij;Verhouding tussen het totaal aantal inwoners dat op de riolering is aangesloten en het aantal maximaal gerioleerde inwoners, dit is het aantal inwoners dat door de gemeente bij de opmaak van de totaal rioleringsplannen voorzien werd om in de riolering te lozen. Deze indicator is een uitdrukking van de vordering van de uitbouw van het rioleringsstelsel binnen de gemeente.;procent personen;
Unieke inschrijvingen Nederlands tweede taal;november 2023;https://data.gemeente-stadsmonitor.vlaanderen.be/brondata/indicator/gemeentestadsmonitor_ON_38.csv;Departement Onderwijs & Vorming;Aantal unieke inschrijvingen Nederlands tweede taal (Nederlands Tweede Taal en Alfabetisering Nederlands Tweede Taal in het volwassenenonderwijs en in de centra voor basiseducatie) van cursisten wonend in de gemeente.;per 1.000 inwoners leerlingen;
Veilig fietsen;2023;https://data.gemeente-stadsmonitor.vlaanderen.be/brondata/indicator/gemeentestadsmonitor_MO_S_06.csv;Burgerbevraging Gemeente-Stadsmonitor, Agentschap Binnenlands Bestuur;Aandeel van de inwoners dat het veilig vindt om te fietsen in de gemeente/buurt.;procent personen;
veilig-naar-school;2023;https://data.gemeente-stadsmonitor.vlaanderen.be/brondata/indicator/gemeentestadsmonitor_MO_S_07.csv;Veilig naar school;Aandeel van de inwoners dat het voor kinderen in de gemeente/buurt veilig vindt om zich alleen te verplaatsen naar school.;procent personen;
Verblijfstoerisme;september 2022;https://data.gemeente-stadsmonitor.vlaanderen.be/brondata/indicator/gemeentestadsmonitor_CU_18.csv;Statbel, Toerisme Vlaanderen;De FOD Economie ontvangt maandelijks van de commerciële logiesinstellingen het aantal aankomsten en overnachtingen. Er wordt van aankomst gesproken als een persoon in een commercieel logiesverstrekkend bedrijf aankomt en daar minstens één nacht verblijft. Het volume van overnachtingen is de optelsom van alle verblijfsnachten die met de geregistreerde aankomsten gepaard gaan.;per 1.000 inwoners overnachtingen;
Verenigingen sociaal-cultureel volwassenenwerk;juli 2023;https://data.gemeente-stadsmonitor.vlaanderen.be/brondata/indicator/gemeentestadsmonitor_CU_04.csv;Sisca;Aantal lokale afdelingen van verenigingen sociaal-cultureel volwassenenwerk gekend op Vlaams niveau per 10.000 inwoners.;per 10.000 inwoners afdelingen;
Verharding;augustus 2023;https://data.gemeente-stadsmonitor.vlaanderen.be/brondata/indicator/gemeentestadsmonitor_RU_06.csv;Departement Omgeving;Bodemafdekking of bodemafdichting wordt uitgedrukt als de oppervlakte waarvan de aard en/of toestand van het bodemoppervlak gewijzigd is door het aanbrengen van artificiële, (semi-)ondoorlaatbare materialen waardoor essentiële ecosysteemfuncties van de bodem verloren gaan.;procent hectare;
Verhuisintentie;2023;https://data.gemeente-stadsmonitor.vlaanderen.be/brondata/indicator/gemeentestadsmonitor_WO_S_03.csv;Burgerbevraging Gemeente-Stadsmonitor, Agentschap Binnenlands Bestuur;Aandeel van de inwoners dat de intentie heeft om in de komende vijf jaar te verhuizen.;procent personen;
Verkeersongevallen met doden of gewonden;augustus 2023;https://data.gemeente-stadsmonitor.vlaanderen.be/brondata/indicator/gemeentestadsmonitor_MO_05.csv;Statbel;antal verkeersongevallen. Ongevallen waarbij twee of meer weggebruikers betrokken zijn, worden beschouwd als één verkeersongeval. Enkel de verkeersongevallen die zich voordeden op de openbare weg en waarbij doden of gewonden vielen worden opgenomen in deze statistiek. Botsingen e;per 100.000 inwoners personenwagens;
Verkeersslachtoffers;juli 2023;https://data.gemeente-stadsmonitor.vlaanderen.be/brondata/indicator/gemeentestadsmonitor_MO_06.csv;Statbel;Aantal verkeersslachtoffers (doden en zwaargewonden).Doden: som van de doden (zij die ter plaatse overleden) en de dodelijk gewonden (zij die overleden binnen de 30 dagen na de datum van het ongeval).Zwaargewonden: de personen die bij een verkeersongeval gewond werden (maar niet dodelijk) en wier toestand een opname in het ziekenhuis van tenminste 24 uur noodzaakte.Inwoners: gemiddeld over jaar x en jaar x+1.;per 100.000 inwoners personen;
Verkeersslachtoffers bij fietsers en voetgangers;juli 2023;https://data.gemeente-stadsmonitor.vlaanderen.be/brondata/indicator/gemeentestadsmonitor_MO_07.csv;Statbel;Aantal verkeersslachtoffers (doden en zwaargewonden) bij fietsers en voetgangers.Doden: som van de doden (zij die ter plaatse overleden) en de dodelijk gewonden (zij die overleden binnen de 30 dagen na de datum van het ongeval).Zwaargewonden: de personen die bij een verkeersongeval gewond werden (maar niet dodelijk) en wier toestand een opname in het ziekenhuis van tenminste 24 uur noodzaakte.Inwoners: gemiddeld over jaar x en jaar x+1.;per 100.000 inwoners personen;
Verkopen woningen, naar bouwwijze;juli 2023;https://data.gemeente-stadsmonitor.vlaanderen.be/brondata/indicator/gemeentestadsmonitor_WO_06.csv;Statbel;"Aantal verkopen naar type vastgoedcategorieën op basis van aard gespecifieerd in de verkoopsakte. In de statistiek zijn verscheidene categorieën opgenomen: (1) Alle huizen met 2, 3, 4 of meer gevels (excl. appartementen); (2) Huizen met 2 of 3 gevels (gesloten en halfopen bebouwing); (3) Huizen met 4 of meer gevels (open bebouwing); (4) Appartementen.";procent verkopen;
Verledding openbare verlichting;januari 2024;https://data.gemeente-stadsmonitor.vlaanderen.be/brondata/indicator/gemeentestadsmonitor_KL_24.csv;LEKP, Fluvius;Aandeel LED-verlichting in de openbare verlichting;procent toestellen;
Verplaatsingen vrije tijd: per vervoermiddel;2023;https://data.gemeente-stadsmonitor.vlaanderen.be/brondata/indicator/gemeentestadsmonitor_MO_S_11.csv;Burgerbevraging Gemeente-Stadsmonitor, Agentschap Binnenlands Bestuur;Aandeel van de inwoners dat vaak/altijd gebruikmaakt van een bepaald vervoermiddel voor verplaatsingen in de vrije tijd. Dit is de modale verdeling van de verplaatsingen in de vrije tijd, per vervoermiddel.;procent personen;
Verplaatsingen woon-werk/woon-school: dominant vervoermiddel;2023;https://data.gemeente-stadsmonitor.vlaanderen.be/brondata/indicator/gemeentestadsmonitor_MO_S_12.csv;Burgerbevraging Gemeente-Stadsmonitor, Agentschap Binnenlands Bestuur;Aandeel van de inwoners dat met een bepaald vervoermiddel meestal het grootste deel van de afstand naar werk, school of opleiding aflegt. Dit is de modale verdeling naar dominant vervoermiddel voor verplaatsingen tussen woonplaats en werk, school of opleiding.;procent personen;
Vertrouwen in Europese overheid;2023;https://data.gemeente-stadsmonitor.vlaanderen.be/brondata/indicator/gemeentestadsmonitor_LO_S_16.csv;Burgerbevraging Gemeente-Stadsmonitor, Agentschap Binnenlands Bestuur;Aandeel van de inwoners dat vertrouwen heeft in de Europese overheid.;procent personen;
Vertrouwen in Vlaamse overheid;2023;https://data.gemeente-stadsmonitor.vlaanderen.be/brondata/indicator/gemeentestadsmonitor_LO_S_14.csv;Burgerbevraging Gemeente-Stadsmonitor, Agentschap Binnenlands Bestuur;Aandeel van de inwoners dat vertrouwen heeft in de Vlaamse overheid.;procent personen;
Vertrouwen in federale overheid;2023;https://data.gemeente-stadsmonitor.vlaanderen.be/brondata/indicator/gemeentestadsmonitor_LO_S_15.csv;Burgerbevraging Gemeente-Stadsmonitor, Agentschap Binnenlands Bestuur;Aandeel van de inwoners dat vertrouwen heeft in de federale overheid.;procent personen;
Vertrouwen in gemeentebestuur;2023;https://data.gemeente-stadsmonitor.vlaanderen.be/brondata/indicator/gemeentestadsmonitor_LO_S_13.csv;Burgerbevraging Gemeente-Stadsmonitor, Agentschap Binnenlands Bestuur;Aandeel van de inwoners dat vertrouwen heeft in de lokale overheid.;procent personen;
Vertrouwen in medemens;2023;https://data.gemeente-stadsmonitor.vlaanderen.be/brondata/indicator/gemeentestadsmonitor_SA_S_12.csv;Burgerbevraging Gemeente-Stadsmonitor, Agentschap Binnenlands Bestuur;Aandeel inwoners dat vertrouwen heeft in de medemens.;procent personen;
Vertrouwen in politie;2023;https://data.gemeente-stadsmonitor.vlaanderen.be/brondata/indicator/gemeentestadsmonitor_LO_S_10.csv;Burgerbevraging Gemeente-Stadsmonitor, Agentschap Binnenlands Bestuur;Aandeel van de inwoners dat vertrouwen heeft in de politie.;procent personen;
Vervoermiddelenbezit;2023;https://data.gemeente-stadsmonitor.vlaanderen.be/brondata/indicator/gemeentestadsmonitor_MO_S_16.csv;Burgerbevraging Gemeente-Stadsmonitor, Agentschap Binnenlands Bestuur;Aandeel van de inwoners waarvan het gezin in het bezit is van een auto, een bestelwagen, een moto of een bromfiets, een fiets (algemene maat), een elektrische fiets, een speedpedelec, een bakfiets of een fietskar, een abonnement openbaar vervoer, een lidmaatschap autodelen, een lidmaatschap fietsdelen of een elektrische step/elektrisch hoverboard/monowheel. De algemene maar voor fietsgebruik omvat de algemene vraag en alle specifieke vragen.;procent personen;
Vestigingen, naar grootteorde;januari 2024;https://data.gemeente-stadsmonitor.vlaanderen.be/brondata/indicator/gemeentestadsmonitor_EC_04.csv;Rijksdienst voor Sociale Zekerheid;"Verdeling van het aantal vestigingen met personeel naar de grootte van die vestiging in volgende klassen:(1) micro: van 1 tot en met 9 werknemers;(2) klein: van 10 tot en met 49 werknemers;(3) middelgroot: van 50 tot en met 199 werknemers;(4) groot: vanaf 200 werknemers.";procent vestigingen;
Vestigingen, naar sector;januari 2024;https://data.gemeente-stadsmonitor.vlaanderen.be/brondata/indicator/gemeentestadsmonitor_EC_05.csv;Rijksdienst voor Sociale Zekerheid;Verdeling van het aantal vestigingen met personeel naar sector: primair, secundair, tertiair en quartair.;procent vestigingen;
Voldoende activiteiten in de gemeente/stad;2023;https://data.gemeente-stadsmonitor.vlaanderen.be/brondata/indicator/gemeentestadsmonitor_CU_S_29.csv;Burgerbevraging Gemeente-Stadsmonitor, Agentschap Binnenlands Bestuur;Aandeel van de inwoners dat vindt dat er in de gemeente voldoende activiteiten georganiseerd worden;procent personen;
Voldoende activiteiten voor kinderen en jongeren;2023;https://data.gemeente-stadsmonitor.vlaanderen.be/brondata/indicator/gemeentestadsmonitor_CU_S_22.csv;Burgerbevraging Gemeente-Stadsmonitor, Agentschap Binnenlands Bestuur;Aandeel van de inwoners dat vindt dat er in de buurt voldoende activiteiten georganiseerd worden voor kinderen en jongeren.;procent personen;
Voldoende activiteiten voor senioren;2023;https://data.gemeente-stadsmonitor.vlaanderen.be/brondata/indicator/gemeentestadsmonitor_CU_S_23.csv;Burgerbevraging Gemeente-Stadsmonitor, Agentschap Binnenlands Bestuur;Aandeel van de inwoners dat vindt dat er in de buurt voldoende activiteiten voor senioren zijn.;procent personen;
Voldoende autoluwe en autovrije zones;2023;https://data.gemeente-stadsmonitor.vlaanderen.be/brondata/indicator/gemeentestadsmonitor_MO_S_23.csv;Burgerbevraging Gemeente-Stadsmonitor, Agentschap Binnenlands Bestuur;Aandeel van de inwoners dat vindt dat er voldoende autoluwe en autovrije zones zijn in de gemeente/stad;procent personen;
Voldoende consultatie van inwoners;2023;https://data.gemeente-stadsmonitor.vlaanderen.be/brondata/indicator/gemeentestadsmonitor_LO_S_11.csv;Burgerbevraging Gemeente-Stadsmonitor, Agentschap Binnenlands Bestuur;Aandeel van de inwoners dat vindt dat het gemeente-/stadsbestuur voldoende inspanningen doet om bewoners bij veranderingen in hun buurt te betrekken en dat tevreden is over de wijze waarop het gemeente-/stadsbestuur met vragen omspringt. Om in de samengestelde indicator als 'Ja' opgenomen te worden moet men het met beide stellingen eens zijn en beide stellingen beantwoord hebben. (Zie 'Vraagstelling survey' bij de detail-indicator.);procent personen;
Voldoende consultatie van inwoners (detail);2023;https://data.gemeente-stadsmonitor.vlaanderen.be/brondata/indicator/gemeentestadsmonitor_LO_S_07.csv;Burgerbevraging Gemeente-Stadsmonitor, Agentschap Binnenlands Bestuur;Aandeel van de inwoners dat vindt dat het gemeente-/stadsbestuur voldoende inspanningen doet om bewoners bij veranderingen in hun buurt te betrekken en dat tevreden is over de wijze waarop het gemeente-/stadsbestuur met vragen omspringt.;procent personen;
Voldoende deelsystemen;2023;https://data.gemeente-stadsmonitor.vlaanderen.be/brondata/indicator/gemeentestadsmonitor_MO_S_22.csv;Burgerbevraging Gemeente-Stadsmonitor, Agentschap Binnenlands Bestuur;Aandeel van de inwoners dat vindt dat er voldoende deelsystemen (auto, fiets) aanwezig zijn in de gemeente/stad.;procent personen;
Voldoende fietsenstallingen;2023;https://data.gemeente-stadsmonitor.vlaanderen.be/brondata/indicator/gemeentestadsmonitor_MO_S_02.csv;Burgerbevraging Gemeente-Stadsmonitor, Agentschap Binnenlands Bestuur;Aandeel van de inwoners dat vindt dat er voldoende fietsenstallingen zijn in de gemeente/buurt.;procent personen;
Voldoende fietsinfrastructuur;2023;https://data.gemeente-stadsmonitor.vlaanderen.be/brondata/indicator/gemeentestadsmonitor_MO_S_03.csv;Burgerbevraging Gemeente-Stadsmonitor, Agentschap Binnenlands Bestuur;Aandeel van de inwoners dat vindt dat er voldoende fietsinfrastructuur (fietspaden, fietsstraten,…) is in de gemeente/stad.;procent personen;
Voldoende groen in de buurt;2023;https://data.gemeente-stadsmonitor.vlaanderen.be/brondata/indicator/gemeentestadsmonitor_WO_S_33.csv;Burgerbevraging Gemeente-Stadsmonitor, Agentschap Binnenlands Bestuur;Aandeel van de inwoners dat vindt dat er voldoende aanbod aan groen is in de buurt.;procent personen;
Voldoende huisartsen;2023;https://data.gemeente-stadsmonitor.vlaanderen.be/brondata/indicator/gemeentestadsmonitor_ZO_S_07.csv;Burgerbevraging Gemeente-Stadsmonitor, Agentschap Binnenlands Bestuur;Aandeel van de inwoners dat vindt dat er voldoende huisartsen zijn in de buurt.;procent personen;
Voldoende informatie door gemeente;2023;https://data.gemeente-stadsmonitor.vlaanderen.be/brondata/indicator/gemeentestadsmonitor_LO_S_12.csv;Burgerbevraging Gemeente-Stadsmonitor, Agentschap Binnenlands Bestuur;Aandeel van de inwoners dat zich voldoende geïnformeerd voelt over de activiteiten, de ingrepen en plannen, de beslissingen en de voorzieningen in en door de gemeente/stad. Om in de samengestelde indicator als 'Ja' opgenomen te worden moet men het eens zijn met minstens 3 van de 4 stellingen rond informatie aan de burger en alle stellingen beantwoord hebben. (Zie 'Vraagstelling survey' bij de detail-indicator.);procent personen;
Voldoende informatie door gemeente (detail);2023;https://data.gemeente-stadsmonitor.vlaanderen.be/brondata/indicator/gemeentestadsmonitor_LO_S_08.csv;Burgerbevraging Gemeente-Stadsmonitor, Agentschap Binnenlands Bestuur;Aandeel van de inwoners dat zich voldoende geïnformeerd voelt over de activiteiten, de ingrepen en plannen, de beslissingen en de voorzieningen in en door de gemeente/stad.;procent personen;
Voldoende ontmoetingsplaatsen;2023;https://data.gemeente-stadsmonitor.vlaanderen.be/brondata/indicator/gemeentestadsmonitor_SA_S_17.csv;Burgerbevraging Gemeente-Stadsmonitor, Agentschap Binnenlands Bestuur;Aandeel van de inwoners dat vindt dat er voldoende ontmoetingsplaatsen in de buurt zijn.;procent personen;
Voldoende openbaar vervoer;2023;https://data.gemeente-stadsmonitor.vlaanderen.be/brondata/indicator/gemeentestadsmonitor_MO_S_04.csv;Burgerbevraging Gemeente-Stadsmonitor, Agentschap Binnenlands Bestuur;Aandeel van de inwoners dat vindt dat er voldoende openbaar vervoer is in de buurt.;procent personen;
Voldoende parkeerplaatsen;2023;https://data.gemeente-stadsmonitor.vlaanderen.be/brondata/indicator/gemeentestadsmonitor_MO_S_05.csv;Burgerbevraging Gemeente-Stadsmonitor, Agentschap Binnenlands Bestuur;Aandeel van de inwoners dat vindt dat er voldoende parkeerplaatsen voor bewoners zijn in de buurt.;procent personen;
Voldoende winkelvoorzieningen dagelijkse boodschappen;2023;https://data.gemeente-stadsmonitor.vlaanderen.be/brondata/indicator/gemeentestadsmonitor_CU_S_26.csv;Burgerbevraging Gemeente-Stadsmonitor, Agentschap Binnenlands Bestuur;Aandeel van de inwoners dat vindt dat er voldoende winkels (voor dagelijkse boodschappen) in de buurt zijn.;procent personen;
Voortransport - vervoermiddel;2023;https://data.gemeente-stadsmonitor.vlaanderen.be/brondata/indicator/gemeentestadsmonitor_MO_S_18.csv;Burgerbevraging Gemeente-Stadsmonitor, Agentschap Binnenlands Bestuur;Aandeel van de inwoners dat zijn/haar voortransport (transport van woonplaats naar bus-, tram-, metro- of treinstation, carpoolparking…) met een bepaald transportmiddel aflegt.;procent personen;
Vreemde nationaliteiten;augustus 2023;https://data.gemeente-stadsmonitor.vlaanderen.be/brondata/indicator/gemeentestadsmonitor_IN_15.csv;Statbel;Aantal bekende vreemde nationaliteiten.;;
Vreemdelingen;augustus 2023;https://data.gemeente-stadsmonitor.vlaanderen.be/brondata/indicator/gemeentestadsmonitor_DE_42.csv;Statbel;Aantal personen met een huidige niet-Belgische nationaliteit ten opzichte van de totale bevolking, op 1 januari van het jaar.Belgen zijn personen met een huidige Belgische nationaliteit, inclusief de personen met een dubbele nationaliteit waaronder de Belgische nationaliteit. Vreemdelingen zijn personen zonder huidige Belgische nationaliteit.;procent personen;
Vreemdelingen met nationaliteit MOE-landen;augustus 2023;https://data.gemeente-stadsmonitor.vlaanderen.be/brondata/indicator/gemeentestadsmonitor_IN_10.csv;Statbel;"Aantal personen met een huidige nationaliteit uit de Midden- en Oost-Europese (MOE) landen ten opzichte van de totale bevolking, op 1 januari van het jaar.Belgen zijn personen met een huidige Belgische nationaliteit, inclusief de personen met een dubbele nationaliteit waaronder de Belgische nationaliteit. Vreemdelingen zijn personen zonder huidige Belgische nationaliteit.De MOE-landen (Midden- en Oost-Europa) zijn:- Estland, Letland, Litouwen, Polen, Tsjechië, Slovakije, Hongarije, Slovenië, Bulgarije en Roemenië;- Turkije, Macedonië, Kroatië, Servië en Montenegro;- Albanië, Belarus, Kosovo, Moldavië, Rusland, Bosnië en Oekraïne.";procent personen;
Vreemdelingen, naar geslacht;augustus 2023;https://data.gemeente-stadsmonitor.vlaanderen.be/brondata/indicator/gemeentestadsmonitor_IN_11.csv;Statbel;Aantal personen met een huidige niet-Belgische nationaliteit ten opzichte van de totale bevolking, op 1 januari van het jaar, naar geslacht.Belgen zijn personen met een huidige Belgische nationaliteit, inclusief de personen met een dubbele nationaliteit waaronder de Belgische nationaliteit. Vreemdelingen zijn personen zonder huidige Belgische nationaliteit.;procent personen;
Vreemdelingen, naar leeftijd;augustus 2023;https://data.gemeente-stadsmonitor.vlaanderen.be/brondata/indicator/gemeentestadsmonitor_IN_12.csv;Statbel;Aantal personen met een huidige niet-Belgische nationaliteit ten opzichte van de totale bevolking, op 1 januari van het jaar, naar leeftijdsgroep.Belgen zijn personen met een huidige Belgische nationaliteit, inclusief de personen met een dubbele nationaliteit waaronder de Belgische nationaliteit. Vreemdelingen zijn personen zonder huidige Belgische nationaliteit.;procent personen;
Vreemdelingen, naar nationaliteit;augustus 2023;https://data.gemeente-stadsmonitor.vlaanderen.be/brondata/indicator/gemeentestadsmonitor_IN_13.csv;Statbel;Aantal personen met een huidige niet-Belgische nationaliteit, naar nationaliteit, ten opzichte van de totale bevolking, op 1 januari van het jaar.Belgen zijn personen met een huidige Belgische nationaliteit, inclusief de personen met een dubbele nationaliteit waaronder de Belgische nationaliteit. Vreemdelingen zijn personen zonder huidige Belgische nationaliteit.Deze indicator beperkt zich tot de top 5 van meest voorkomende nationaliteiten per jaar per gemeente (en voor het Vlaamse Gewest).;procent personen;
Vreemdelingen, naar nationaliteitsgroep;augustus 2023;https://data.gemeente-stadsmonitor.vlaanderen.be/brondata/indicator/gemeentestadsmonitor_IN_14.csv;Statbel;"Aantal personen met een huidige niet-Belgische nationaliteit, naar nationaliteitsgroep, ten opzichte van de totale bevolking, op 1 januari van het jaar.Belgen zijn personen met een huidige Belgische nationaliteit, inclusief de personen met een dubbele nationaliteit waaronder de Belgische nationaliteit. Vreemdelingen zijn personen zonder huidige Belgische nationaliteit.Volgende nationaliteitsgroepen worden gebruikt:- West- en Noord-EU-15-landen: Nederland, Frankrijk, Duitsland, Luxemburg, Ierland, Oostenrijk, Denemarken, Zweden en Finland;- Zuid-EU-15-landen: Italië, Spanje, Portugal, Griekenland;- EU-12/EU-13-landen: Estland, Letland, Litouwen, Polen, Tsjechië, Slovakije, Hongarije, Slovenië, Bulgarije, Roemenië, Malta en Cyprus, vanaf 2013 ook Kroatië;- Europa buiten de EU: Zwitserland, Noorwegen, Verenigd Koninkrijk, Albanië, Belarus, Kosovo, Moldavië, Rusland, Bosnië, Oekraïne, Liechtenstein, Andorra, Monaco, San Marino, Macedonië, Kroatië tot 2013, IJsland, Servië en Montenegro;- Maghreblanden: Turkije, Marokko, Algerije, Tunesië, Libië en Mauritanië;- Andere landen: andere landen dan diegene vermeld in bovenstaande groepen.";procent personen;
Vreemdelingen, naar nationaliteitsgroep (detail);augustus 2023;https://data.gemeente-stadsmonitor.vlaanderen.be/brondata/indicator/gemeentestadsmonitor_IN_31.csv;Statbel;"Aantal personen met een huidige niet-Belgische nationaliteit, naar nationaliteitsgroep, ten opzichte van de totale bevolking, op 1 januari van het jaar.Belgen zijn personen met een huidige Belgische nationaliteit, inclusief de personen met een dubbele nationaliteit waaronder de Belgische nationaliteit. Vreemdelingen zijn personen zonder huidige Belgische nationaliteit.Volgende nationaliteitsgroepen worden gebruikt:- West- en Noord-EU-15-landen: Nederland, Frankrijk, Duitsland, Luxemburg, Ierland, Oostenrijk, Denemarken, Zweden en Finland;- Zuid-EU-15-landen: Italië, Spanje, Portugal, Griekenland;- EU-12/EU-13-landen: Estland, Letland, Litouwen, Polen, Tsjechië, Slovakije, Hongarije, Slovenië, Bulgarije, Roemenië, Malta en Cyprus, vanaf 2013 ook Kroatië;- Europa buiten de EU: Zwitserland, Noorwegen, Verenigd Koninkrijk, Albanië, Belarus, Kosovo, Moldavië, Rusland, Bosnië, Oekraïne, Liechtenstein, Andorra, Monaco, San Marino, Macedonië, Kroatië tot 2013, IJsland, Servië en Montenegro;- Maghreblanden: Turkije, Marokko, Algerije, Tunesië, Libië en Mauritanië;- Andere landen: andere landen dan diegene vermeld in bovenstaande groepen.";procent personen;
Vrijetijdsaanbod;april 2023;https://data.gemeente-stadsmonitor.vlaanderen.be/brondata/indicator/gemeentestadsmonitor_CU_14.csv;UiT-databank, Cultuurnet;"Aantal ingevoerde vrijetijdsactiviteiten naar type per 1.000 inwoners in vijf categorieën:(1) Podiumkunsten: Muziek (inclusief festival), Dans- of theatervoorstelling, Film;(2) Cultureel erfgoed: Expo, Begeleide uitstap, Monument;(3) Sociaal-cultureel werk: Cursussen, Lezing of congres;(4) Sport: Sportactiviteit, Sportwedstrijd, Fiets- of wandelroute;(5) Varia: Party of Fuif, Eten en drinken, Natuurgebied of park, Spel of quiz, Kamp of vakantie, Varia (thema of pretpark, beurs, kermis of feest, markt of braderie, opendeurdag, recreatiedomein).";per 1.000 inwoners activiteiten;
Vrijwilligerswerk;2023;https://data.gemeente-stadsmonitor.vlaanderen.be/brondata/indicator/gemeentestadsmonitor_SA_S_06.csv;Burgerbevraging Gemeente-Stadsmonitor, Agentschap Binnenlands Bestuur;Aandeel van de inwoners dat aan vrijwilligerswerk doet in de vrijetijdsbesteding.;procent personen;
Vroegtijdige schoolverlaters, naar woonplaats;augustus 2023;https://data.gemeente-stadsmonitor.vlaanderen.be/brondata/indicator/gemeentestadsmonitor_ON_31.csv;Departement Onderwijs & Vorming;Aantal jongeren tussen 18 en 25 jaar dat het gewoon of buitengewoon secundair onderwijs (inclusief leertijd en deeltijds onderwijs) verlaat zonder diploma, getuigschrift of andere kwalificatie van het niveau secundair onderwijs en dat woont in de gemeente ten opzichte van het aantal leerlingen van 18 tot 25 jaar dat in dat jaar van het gewoon of buitengewoon secundair onderwijs (inclusief deeltijds onderwijs) uitstroomt, en dat woont in de gemeente.;procent jongeren;
